2025-10-14T18:22:06.401Z,accept,128.90.59.174,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:143.0) Gecko/20100101 Firefox/143.0,
2025-10-18T17:54:38.958Z,accept,149.88.26.167,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/125.0.0.0 Safari/537.36,
2025-11-03T19:16:04.052Z,accept,37.14.61.204,Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36,
2025-11-03T19:20:10.212Z,reject,37.14.61.204,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/141.0.0.0 Safari/537.36,
2025-11-24T11:01:20.141Z,accept,213.0.87.20,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:135.0) Gecko/20100101 Firefox/135.0,
2025-11-24T22:19:16.351Z,accept,77.224.224.150,Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36,
